Symbol,Name,Exchange,Last,Industry,Sector,SIC Description
BEP,Brookfield Renewable,NYSE,45.27,Utility - Electric Power,Utilities,SIC-4911 Electric Services
BEPC,Brookfield Renewable Corp,NYSE,50.91,Other Alt Energy,Oils-Energy,N/A
BERY,Berry Global Group,NYSE,47.44,Containers - Paper Products,Industrial Products,"SIC-3089 Plastics Products, NEC"
BEST,Best Inc,NYSE,3.06,Transportation - Services,Transportation,SIC-4210 Trucking & Courier Services (No Air)
BF.A,Brown Forman Inc Cl A,NYSE,67.98,Beverages - Alcohol,Consumer Staples,SIC-5181 Beer and Ale
BF.B,Brown Forman Inc Cl B,NYSE,75.34,Beverages - Alcohol,Consumer Staples,N/A
BFAM,Bright Horizons Family Solutions Inc,NYSE,142.57,Schools,Consumer Discretionary,SIC-8351 Services-Child Day Care Services
BFC,Bank First National Corp [Wisconsin],NASDAQ,57.83,Banks - Northeast,Finance,SIC-6021 National Commercial Banks
BFIN,Bankfinancial Corp,NASDAQ,6.93,Finance - Savings & Loan,Finance,"SIC-6035 Savings Institution, Federally Chartered"
BFRA,Biofrontera Ag ADR,NASDAQ,8.1,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
BFS,Saul Centers,NYSE,24.46,REIT - Equity Trust Retail,Finance,SIC-6798 Real Estate Investment Trusts
BFST,Business First Bancshares Inc,NASDAQ,12.79,Banks - Northeast,Finance,SIC-6022 State Commercial Banks
BG,Bunge Ltd,NYSE,44.66,Agriculture Products,Basic Materials,SIC-2070 Fats & Oils
BGCP,Bgc Partners Cl A,NASDAQ,2.31,Finance - Investment Brokers,Finance,"SIC-6200 Security & Commodity Brokers, Dealers, Excha"
BGFV,Big 5 Sporting,NASDAQ,6.14,Retail - Misc & Diversified,Retail-Wholesale,SIC-5940 Retail-Miscellaneous Shopping Goods Stores
BGI,Birks Group Inc,NYSE Arca,0.61,Retail - Jewelry,Retail-Wholesale,N/A
BGNE,Beigene Ltd Ads,NASDAQ,274.68,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
BGS,B&G Foods Holdings,NYSE,27.12,Food - Misc & Diversified,Consumer Staples,SIC-2000 Food and Kindred Products
BGSF,Bg Staffing,NYSE,8.09,Staffing,Business Services,SIC-7363 Services-Help Supply Services
BH,Biglari Holdings Inc,NYSE,90.48,Retail - Restaurants,Retail-Wholesale,SIC-5812 Retail-Eating Places
BH.A,Biglari Holdings Inc Cl A,NYSE,495,Retail - Restaurants,Retail-Wholesale,N/A
BHAT,Blue Hat Interactive Entertainment Tech,NASDAQ,1,Toys & Game & Hobby,Consumer Discretionary,"SIC-3944 Games, Toys & Childrens Vehicles (No Dolls)"
BHB,Bar Harbor Bankshares,NYSE Arca,18.23,Banks - Northeast,Finance,SIC-6022 State Commercial Banks
BHC,Bausch Health Companies Inc,NYSE,15.74,Medical - Generic Drugs,Medical,SIC-2834 Pharmaceutical Preparations
BHE,Benchmark Electronics,NYSE,18.97,Electronic Manufacturing,Computers and Technology,SIC-3672 Printed Circuit Boards
BHF,Brighthouse Financial Inc,NASDAQ,26.05,Insurance - Life,Finance,SIC-6311 Life Insurance
BHLB,Berkshire Hills Bancorp,NYSE,8.71,Finance - Savings & Loan,Finance,"SIC-6036 Savings Institutions, Not Federally Chartere"
BHP,Bhp Billiton Ltd,NYSE,51.83,Mining - Misc,Basic Materials,SIC-1000 Metal Mining
BHR,Braemar Hotels & Resorts Inc,NYSE,2.26,REIT - Equity Trust Other,Finance,SIC-6798 Real Estate Investment Trusts
BHTG,Biohitech Global Inc,NASDAQ,1.23,Waste Removal Svcs,Business Services,SIC-8200 Services-Educational Services
BHVN,Biohaven Pharmaceutical Holding Company Ltd,NYSE,63.33,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
BIDU,Baidu Inc,NASDAQ,122.92,Internet - Services,Computers and Technology,"SIC-7370 Services-Computer Programming, Data Processi"
BIG,Big Lots,NYSE,44.28,Retail - Discount,Retail-Wholesale,SIC-5331 Retail-Variety Stores
BIGC,Bigcommerce Holdings Inc,NASDAQ,78.32,Internet Commerce,Retail-Wholesale,N/A
BIIB,Biogen Inc,NASDAQ,272.2,Medical - Biomedical,Medical,N/A
BILI,Bilibili Inc ADR,NASDAQ,41.85,Internet - Services,Computers and Technology,SIC-7374 Services-Computer Processing & Data Preparat
BILL,Bill.com Holdings Inc,NYSE,92.3,Internet - Software,Computers and Technology,SIC-7372 Services-Prepackaged Software
BIMI,NF Energy Saving Corp,NASDAQ,1.63,Medical Products,Medical,SIC-3490 Miscellaneous Fabricated Metal Products
BIO,Bio-Rad Laboratories,NYSE,511.77,Medical Products,Medical,SIC-3826 Laboratory Analytical Instruments
BIO.B,Bio Rad Labs Cl B,NYSE,508,Medical - Biomedical,Medical,SIC-3826 Laboratory Analytical Instruments
BIOC,Biocept Inc,NASDAQ,4.23,Medical Services,Medical,SIC-8071 Services-Medical Laboratories
BIOL,Biolase Inc,NASDAQ,0.28,Medical - Dental Suppliers,Medical,N/A
BIOX,Bioceres Crop Solutions Corp,NYSE Arca,5.44,Agriculture Operations,Consumer Staples,SIC-2870 Agricultural Chemicals
BIP,Brookfield Infrastructure Partners LP,NYSE,46.14,Utility - Electric Power,Utilities,SIC-4400 Water Transportation
BIPC,Brookfield Infrastructure Partners LP Cl A,NYSE,53.66,Finance - Misc Services,Finance,N/A
BITA,Bitauto Holdings Ltd,NYSE,15.75,Internet Services - Delivery,Computers and Technology,SIC-7374 Services-Computer Processing & Data Preparat
BJ,Bj's Wholesale Club Holdings Inc,NYSE,41.4,Consumer Services - Misc,Consumer Discretionary,SIC-5331 Retail-Variety Stores
BJRI,Bj's Restaurants Inc,NASDAQ,30.86,Retail - Restaurants,Retail-Wholesale,SIC-5812 Retail-Eating Places
BK,Bank of New York Mellon Corp,NYSE,33.25,Banks - Major Regional,Finance,N/A
BKCC,Blackrock Cptl Invt,NASDAQ,2.48,Finance - SBIC & Commercial,Finance,SIC-8742 Services-Management Consulting Services
BKD,Brookdale Senior Living Inc,NYSE,2.49,Medical - Nursing Homes,Medical,SIC-8050 Services-Nursing & Personal Care Facilities
BKE,Buckle Inc,NYSE,20.13,Retail - Apparel & Shoes,Retail-Wholesale,SIC-5651 Retail-Family Clothing Stores
BKEP,Blueknight Energy LP,NASDAQ,1.43,Oil - Field Services,Oils-Energy,SIC-4610 Pipe Lines (No Natural Gas)
BKH,Black Hills Corp,NYSE,52.42,Utility - Electric Power,Utilities,SIC-4911 Electric Services
BKI,Black Knight Inc,NYSE,84.3,Business Information,Business Services,SIC-7372 Services-Prepackaged Software
BKNG,Booking Holdings Inc,NASDAQ,1638.47,Internet Commerce,Retail-Wholesale,SIC-4700 Transportation Services
BKR,Baker Hughes A Ge CO Cl A,NYSE,13.53,Oil - Field Services,Oils-Energy,N/A
BKSC,Bank of So Car Cp,NASDAQ,16,Banks - Southeast,Finance,SIC-6022 State Commercial Banks
BKTI,Bk Technologies Inc,NYSE Arca,3.12,Wireless Equipment,Computers and Technology,SIC-3663 Radio & Tv Broadcasting & Communications Equ
BKU,BankUnited Inc,NYSE,20.86,Banks - Major Regional,Finance,"SIC-6035 Savings Institution, Federally Chartered"
BKYI,Bio-Key Intl Inc,NASDAQ,0.45,Electronics Products - Misc,Computers and Technology,N/A
BL,Blackline Inc,NASDAQ,84.56,Internet - Software,Computers and Technology,SIC-7372 Services-Prepackaged Software
BLBD,Blue Bird Corp,NASDAQ,11.27,Auto - Domestic,Auto-Tires-Trucks,SIC-3713 Truck & Bus Bodies
BLCM,Bellicum Pharma Comm,NASDAQ,6.71,Medical - Drugs,Medical,SIC-2834 Pharmaceutical Preparations
BLCT,Bluecity Holdings Limited ADR,NASDAQ,10,Internet - Software,Computers and Technology,N/A
BLD,Topbuild Corp,NYSE,154.62,Building & Construction - Misc,Construction,SIC-1700 Construction - Special Trade Contractors
BLDP,Ballard Power Sys,NASDAQ,14.96,Electronics - Misc Components,Computers and Technology,SIC-3620 Electrical Industrial Apparatus
BLDR,Builders Firstsource,NASDAQ,29.6,Building Prds Retail - Wsale,Retail-Wholesale,SIC-5211 Retail-Lumber & Other Building Materials Dea
BLFS,Biolife Solutions,NASDAQ,27.18,Medical Products,Medical,SIC-3845 Electromedical & Electrotherapeutic Apparatu
BLI,Berkeley Lights Inc,NASDAQ,68.69,Medical - Biomedical,Medical,N/A
BLIN,Bridgeline Digital,NASDAQ,1.89,Internet - Services,Computers and Technology,SIC-7372 Services-Prepackaged Software
BLKB,Blackbaud Inc,NASDAQ,57.56,Computer - Software,Computers and Technology,SIC-7372 Services-Prepackaged Software
BLL,Ball Corp,NYSE,79.85,Containers - Metal & Glass,Industrial Products,N/A
BLMN,Bloomin' Brands Inc,NASDAQ,14.18,Retail - Restaurants,Retail-Wholesale,SIC-5812 Retail-Eating Places
BLNK,Blink Charging Company,NASDAQ,7.72,Electronic Misc Services,Computers and Technology,"SIC-3612 Power, Distribution & Specialty Transformers"
BLPH,Bellerophon Ther Com,NASDAQ,9.64,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
BLRX,Biolinerx Ltd,NASDAQ,1.63,Medical - Drugs,Medical,SIC-2834 Pharmaceutical Preparations
BLU,Bellus Health Inc,NASDAQ,2.18,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
BLUE,Bluebird Bio,NASDAQ,55.95,Medical - Biomedical,Medical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
BLX,Banco Latinoamericano DE Comercio,NYSE,12.17,Banks - Foreign,Finance,"SIC-6029 Commercial Banks, NEC"
BMA,Banco Macro S.A.,NYSE,13.36,Banks - Foreign,Finance,"SIC-6029 Commercial Banks, NEC"
BMCH,Bmc Stock Holdings,NASDAQ,38.6,Building Prds Retail - Wsale,Retail-Wholesale,SIC-5211 Retail-Lumber & Other Building Materials Dea
BMI,Badger Meter,NYSE,63.09,Industrial Controls,Computers and Technology,SIC-3824 Totalizing Fluid Meters & Counting Devices
BMO,Bank of Montreal,NYSE,58.02,Banks - Foreign,Finance,"SIC-6029 Commercial Banks, NEC"
BMRA,Biomerica Inc,NASDAQ,6.58,Medical - Drugs,Medical,SIC-2835 In Vitro & In Vivo Diagnostic Substances
BMRC,Bank of Marin Bancrp,NASDAQ,27.55,Banks - West,Finance,SIC-6022 State Commercial Banks
BMRN,Biomarin Pharmaceuticals,NASDAQ,78.43,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
BMTC,Bryn Mawr Bank Corp,NASDAQ,24.18,Banks - Northeast,Finance,SIC-6022 State Commercial Banks
BMY,Bristol-Myers Squibb Company,NYSE,58.99,Medical - Biomedical,Medical,N/A
BNED,Barnes & Noble Education Inc C,NYSE,2.47,Consumer Prdts - Misc Discr,Consumer Discretionary,SIC-5940 Retail-Miscellaneous Shopping Goods Stores
BNFT,Benefitfocus,NASDAQ,10.97,Internet - Software,Computers and Technology,SIC-7372 Services-Prepackaged Software
BNGO,Bionano Genomics Inc,NASDAQ,0.59,Medical - Biomedical,Medical,N/A
BNR,Burning Rock Biotech Limited ADR,NASDAQ,20.75,Technology Services,Business Services,N/A
BNS,Bank of Nova Scotia,NYSE,40.62,Banks - Foreign,Finance,SIC-6022 State Commercial Banks
BNSO,Bonso Elec Intl IN,NASDAQ,4.05,Electronics Products - Misc,Computers and Technology,"SIC-3679 Electronic Components, NEC"
BNTC,Benitec Biopharma Ltd,NASDAQ,6.15,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
BNTX,Biontech Se ADR,NASDAQ,63.83,Medical - Biomedical,Medical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
BOCH,Bank of Commerce Hld,NASDAQ,6.61,Banks - West,Finance,SIC-6022 State Commercial Banks
BOH,Bank of Hawaii Corp,NYSE,49.19,Banks - West,Finance,SIC-6022 State Commercial Banks
BOKF,Bok Financial Corp,NASDAQ,48.95,Banks - Southwest,Finance,SIC-6021 National Commercial Banks
BOMN,Boston Omaha Corp Cl A,NASDAQ,14.83,Real Estate Operations,Finance,SIC-6510 Real Estate Operators (No Developers) & Less
BOOM,Dynamic Materials,NASDAQ,29.95,Industrial Services,Industrial Products,SIC-3390 Miscellaneous Primary Metal Products
BOOT,Boot Barn Holdings Inc,NYSE,27.38,Retail - Apparel & Shoes,Retail-Wholesale,SIC-5661 Retail-Shoe Stores
BORR,Borr Drilling Ltd,NYSE,0.72,Oil & Gas - Drilling,Oils-Energy,N/A
BOSC,Bos Better Online,NASDAQ,2.49,Computer - Networks,Computers and Technology,SIC-3576 Computer Communications Equipment
BOTJ,Bank of The Jame Fnl,NASDAQ,9.99,Banks - Southeast,Finance,SIC-6022 State Commercial Banks
BOX,Box Inc,NYSE,17.38,Internet - Software,Computers and Technology,SIC-7372 Services-Prepackaged Software
BOXL,Boxlight Corp Cl A,NASDAQ,1.43,Technology Services,Business Services,SIC-8200 Services-Educational Services
BP,BP Plc,NYSE,17.97,Oil - International Integrated,Oils-Energy,SIC-2911 Petroleum Refining
BPFH,Boston Pvt Finl Hld,NASDAQ,5.15,Banks - Northeast,Finance,SIC-6022 State Commercial Banks
BPMC,Blueprint Medicines Corp,NASDAQ,89.64,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
BPMP,BP Midstream Partners LP,NYSE,9.87,Oil Gas Prod Pipeline MLP,Oils-Energy,SIC-4610 Pipe Lines (No Natural Gas)
BPOP,Popular Inc,NASDAQ,35.05,Banks - Southeast,Finance,SIC-6022 State Commercial Banks
BPRN,Bank of Princeton,NASDAQ,17.44,Banks - Northeast,Finance,SIC-8880 American Depositary Receipts
BPT,BP Prudhoe Bay Royalty Trust,NYSE,1.6,Oil - US Royalty Trusts,Oils-Energy,SIC-2911 Petroleum Refining
BPTH,Bio-Path Holdings,NASDAQ,4,Medical - Drugs,Medical,SIC-2834 Pharmaceutical Preparations
BPY,Brookfield Property Partners L,NASDAQ,10.7,Real Estate Developers,Finance,SIC-6500 Real Estate
BPYU,Brookfield Property REIT Inc,NASDAQ,10.72,REIT - Equity Trust Retail,Finance,SIC-6798 Real Estate Investment Trusts
BR,Broadridge Financial Solutions Llc,NYSE,128.88,Outsourcing,Business Services,"SIC-7389 Services-Business Services, NEC"
BRBR,Bellring Brands Inc Cl A,NYSE,18.76,Medical Products,Medical,SIC-2000 Food and Kindred Products
BRC,Brady Corp,NYSE,38.06,Protection - Safety,Industrial Products,SIC-3990 Miscellaneous Manufacturing Industries
BREW,Craft Brew Alliance,NASDAQ,16.49,Beverages - Alcohol,Consumer Staples,SIC-2082 Malt Beverages
BRFS,Brf-Brasil Foods S.A.,NYSE,3.53,Food - Misc & Diversified,Consumer Staples,SIC-2011 Meat Packing Plants
BRG,Bluerock Residential Growth Rei,NYSE Arca,7.07,REIT - Equity Trust Resident,Finance,SIC-6798 Real Estate Investment Trusts
BRID,Bridgford Foods Cp,NASDAQ,17.25,Food - Misc & Diversified,Consumer Staples,SIC-2013 Sausages & Other Prepared Meat Products
BRK.A,Berkshire Hathaway Cl A,NYSE,314840,Insurance - Proprty & Casualty,Finance,N/A
BRK.B,Berkshire Hathaway Cl B,NYSE,209.61,Insurance - Proprty & Casualty,Finance,"SIC-6331 Fire, Marine & Casualty Insurance"
BRKL,Brookline Bancorp,NASDAQ,8.23,Finance - Savings & Loan,Finance,"SIC-6035 Savings Institution, Federally Chartered"
BRKR,Bruker Corp,NASDAQ,38.73,Industrial Scientific,Computers and Technology,SIC-3826 Laboratory Analytical Instruments
BRKS,Brooks Automation,NASDAQ,44.75,Electrical - Manufacturing,Computers and Technology,"SIC-3559 Special Industry Machinery, NEC"
BRMK,Broadmark Realty Capital Inc,NYSE,9.61,REIT - Mortgage Trusts,Finance,SIC-6798 Real Estate Investment Trusts
BRN,Barnwell Industries,NYSE Arca,0.73,Oil - US Exploration & Product,Oils-Energy,N/A
BRO,Brown & Brown,NYSE,43.34,Insurance - Brokers,Finance,"SIC-6411 Insurance Agents, Brokers & Service"
BRP,Brp Group Inc Cl A,NASDAQ,24.77,Insurance - Life,Finance,"SIC-6411 Insurance Agents, Brokers & Service"
BRQS,Borqs Technologies Inc,NASDAQ,1,Technology Services,Business Services,SIC-7373 Services-Computer Integrated Systems Design
BRT,BRT Realty Trust,NYSE,11.49,REIT - Equity Trust Resident,Finance,SIC-6798 Real Estate Investment Trusts
BRX,Brixmor Property Group Inc,NYSE,10.99,REIT - Equity Trust Retail,Finance,SIC-6798 Real Estate Investment Trusts
BRY,Berry Pete Corp,NASDAQ,3.19,Oil - US Exploration & Product,Oils-Energy,SIC-1311 Crude Petroleum & Natural Gas
BSAC,Banco Santander Chile ADR,NYSE,13.45,Banks - Foreign,Finance,"SIC-6029 Commercial Banks, NEC"
BSBK,Bogota Financial Corp,NASDAQ,7.26,Banks - Northeast,Finance,"SIC-6036 Savings Institutions, Not Federally Chartere"
BSBR,Banco Santander Brasil S.A.,NYSE,4.78,Banks - Foreign,Finance,"SIC-6029 Commercial Banks, NEC"
BSET,Bassett Furniture,NASDAQ,12.4,Furniture,Consumer Discretionary,"SIC-2511 Wood Household Furniture, (No Upholstered)"
BSGM,Biosig Technologies,NASDAQ,4.79,Medical Instruments,Medical,SIC-3845 Electromedical & Electrotherapeutic Apparatu
BSM,Black Stone Minerals LP,NYSE,5.91,E&P MLP,Oils-Energy,SIC-1311 Crude Petroleum & Natural Gas
BSMX,Grupo Financiero Santander Mexico,NYSE,3.15,Banks - Foreign,Finance,"SIC-6029 Commercial Banks, NEC"
BSQR,Bsquare Corp,NASDAQ,1.32,Computer - Software,Computers and Technology,"SIC-7389 Services-Business Services, NEC"
BSRR,Sierra Bancorp,NASDAQ,15.88,Banks - West,Finance,SIC-6022 State Commercial Banks
BSTC,Biospecifics Tech Cp,NASDAQ,53.75,Medical - Drugs,Medical,SIC-2834 Pharmaceutical Preparations
BSVN,Bank7 Corp,NASDAQ,8.51,Banks - Southeast,Finance,SIC-6022 State Commercial Banks
BSX,Boston Scientific Corp,NYSE,37.72,Medical Products,Medical,N/A
BTAI,Bioxcel Therapeutics Inc,NASDAQ,42.05,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
BTBT,Golden Bull Ltd,NASDAQ,3.85,Finance - Misc Services,Finance,N/A
BTE,Baytex Energy Corp,NYSE,0.35,Oil - C$ Exploration & Product,Oils-Energy,N/A
BTG,B2Gold Corp,NYSE Arca,6.1,Mining - Gold,Basic Materials,SIC-1040 Gold and Silver Ores
BTI,British American Tobacco Industries,NYSE,35.17,Tobacco,Consumer Staples,SIC-2111 Cigarettes
BTN,Ballantyne Strong Inc,NYSE Arca,1.47,Audio & Video Products,Consumer Discretionary,SIC-3861 Photographic Equipment & Supplies
BTU,Peabody Energy Corp,NYSE,3.52,Coal,Oils-Energy,SIC-1221 Bituminous Coal & Lignite Mining
BUD,Anheuser-Busch Inbev S.A.,NYSE,52.53,Beverages - Alcohol,Consumer Staples,SIC-2082 Malt Beverages
BURL,Burlington Stores Inc,NYSE,196.97,Retail - Discount,Retail-Wholesale,SIC-5311 Retail-Department Stores
BUSE,First Busey Corp,NASDAQ,15.31,Banks - Midwest,Finance,SIC-6022 State Commercial Banks
BV,Brightview Holdings Inc,NYSE,11.66,Consumer Services - Misc,Consumer Discretionary,SIC-0700 Agricultural Services
BVN,Compania Mina Buenaventura S.A.,NYSE,11.34,Mining - Silver,Basic Materials,SIC-1000 Metal Mining
BVXV,Biondvax Pharma Ads,NASDAQ,39.59,Medical - Biomedical,Medical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
BW,Babcock & Wilcox Enterprises,NYSE,2.31,Electrical Power,Computers and Technology,"SIC-3433 Heating Equipment, Except Electric & Warm Ai"
BWA,Borgwarner Inc,NYSE,37.4,Auto - Truck Original Parts,Auto-Tires-Trucks,N/A
BWAY,Brainsway Ltd ADR,NASDAQ,5.79,Medical Products,Medical,SIC-3841 Surgical & Medical Instruments & Apparatus
BWB,Bridgewater Bancshares Inc,NASDAQ,8.66,Banks - Northeast,Finance,SIC-6022 State Commercial Banks
BWEN,Broadwind Energy Inc,NASDAQ,2.85,Machinery - General Industrial,Industrial Products,SIC-3360 Nonferrous Foundries (Castings)
BWFG,Bankwell Financial,NASDAQ,14.57,Banks - Northeast,Finance,SIC-6022 State Commercial Banks
BWL.A,Bowl Amer Inc Cl A,NYSE Arca,10.13,Leisure & Recreation Services,Consumer Discretionary,SIC-7900 Services-Amusement & Recreation Services
BWXT,Bwx Technologies Inc,NYSE,57.71,Electronics - Misc Components,Computers and Technology,SIC-3510 Engines & Turbines
BXC,Bluelinx Holdings Inc,NYSE,18.87,Building Products - Wood,Construction,"SIC-5031 Wholesale-Lumber, Plywood, Millwork & Wood P"
BXG,Bluegreen Vacations Corp,NYSE,4.96,Leisure & Recreation Services,Consumer Discretionary,SIC-6531 Real Estate Agents & Managers (For Others)
BXMT,Blackstone Mortgage Trust Inc Cl A,NYSE,21.69,REIT - Mortgage Trusts,Finance,SIC-6798 Real Estate Investment Trusts
BXP,Boston Properties,NYSE,79,REIT - Equity Trust Other,Finance,N/A
BXRX,Baudax Bio Inc,NASDAQ,3.15,Medical - Drugs,Medical,"SIC-8090 Services-Misc Health & Allied Services, NEC"
BXS,Bancorpsouth Inc,NYSE,18.27,Banks - Southeast,Finance,SIC-6022 State Commercial Banks
BY,Byline Bancorp Inc,NYSE,10.67,Banks - Northeast,Finance,SIC-6022 State Commercial Banks
BYD,Boyd Gaming Corp,NYSE,27.68,Gaming,Consumer Discretionary,SIC-7011 Hotels & Motels
BYFC,Broadway Fin Cp,NASDAQ,1.47,Finance - Savings & Loan,Finance,"SIC-6035 Savings Institution, Federally Chartered"
BYND,Beyond Meat Inc,NASDAQ,150.57,Food - Meat Products,Consumer Staples,SIC-2000 Food and Kindred Products
BYSI,Beyondspring Inc,NASDAQ,13.13,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
BZH,Beazer Homes USA,NYSE,11.65,Building - Residential & Comm,Construction,SIC-1531 Operative Builders
BZUN,Baozun Inc Ads,NASDAQ,34.07,IT Services,Computers and Technology,SIC-5961 Retail-Catalog & Mail-Order Houses
C,Citigroup Inc,NYSE,41.85,Banks - Major Regional,Finance,N/A
CAAP,Corporacion America Airports Sa,NYSE,2.16,Transportation - Airline,Transportation,"SIC-4581 Airports, Flying Fields & Airport Terminal S"
CAAS,China Automotive Sys,NASDAQ,3.01,Auto - Truck Original Parts,Auto-Tires-Trucks,SIC-3714 Motor Vehicle Parts & Accessories
CABA,Cabaletta Bio Inc,NASDAQ,9.75,Medical - Biomedical,Medical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
CABO,Cable One Inc,NYSE,1732.93,Cable TV,Consumer Discretionary,SIC-4841 Cable & Other Pay Television Services
CAC,Camden Natl Cp,NASDAQ,28.36,Banks - Northeast,Finance,SIC-6021 National Commercial Banks
CACC,Credit Acceptance,NASDAQ,297.31,Finance - Consumer Loans,Finance,SIC-6141 Personal Credit Institutions
CACI,Caci International,NYSE,217.19,Computer - Services,Computers and Technology,SIC-7373 Services-Computer Integrated Systems Design
CADE,Cadence Bancorp Cl A,NYSE,7.93,Banks - Southeast,Finance,SIC-6021 National Commercial Banks
CAE,Cae Inc,NYSE,14.09,Aerospace - Defense Equipment,Aerospace,"SIC-3690 Miscellaneous Electrical Machinery, Equipmen"
CAG,Conagra Brands Inc,NYSE,33.86,Food - Misc & Diversified,Consumer Staples,N/A
CAH,Cardinal Health,NYSE,45.25,Medical - Dental Suppliers,Medical,N/A
CAI,Cai International,NYSE,25.68,Transportation - Equip & Lease,Transportation,"SIC-7359 Services-Equipment Rental & Leasing, NEC"
CAJ,Canon Inc,NYSE,16.21,Office Automation & Equipment,Computers and Technology,SIC-3861 Photographic Equipment & Supplies
CAKE,Cheesecake Fact,NASDAQ,27.91,Retail - Restaurants,Retail-Wholesale,SIC-5812 Retail-Eating Places
CAL,Caleres Inc,NYSE,9.93,Shoes and Related Apparel,Consumer Staples,"SIC-3140 Footwear, (No Rubber)"
CALA,Calithera Biosci Com,NASDAQ,3.43,Medical - Drugs,Medical,SIC-2834 Pharmaceutical Preparations
CALB,California Bancorp,NASDAQ,10.71,Banks - Southwest,Finance,SIC-6022 State Commercial Banks
CALM,Cal-Maine Foods IN,NASDAQ,38.66,Agriculture Products,Basic Materials,SIC-0200 Agricultural Production - Livestock
CALT,Calliditas Therapeutics Ab ADR,NASDAQ,23.42,Medical - Drugs,Medical,N/A
CALX,Calix Inc,NYSE,17.77,Communications Infrastructure,Computers and Technology,"SIC-4899 Communications Services, NEC"
CAMP,Calamp Corp,NASDAQ,8.06,Electronics - Misc Components,Computers and Technology,SIC-3663 Radio & Tv Broadcasting & Communications Equ
CAMT,Camtek Ltd,NASDAQ,15.12,Electronics - Measuring Inst,Computers and Technology,SIC-3827 Optical Instruments & Lenses
CAN,Canaan Inc ADR,NASDAQ,1.87,Computer - Software,Computers and Technology,SIC-3674 Semiconductors & Related Devices
CANF,Can-Fite Biopharma Ltd,NYSE Arca,1.75,Medical - Drugs,Medical,SIC-2834 Pharmaceutical Preparations
CANG,Cango Inc ADR,NYSE,4.85,Internet - Services,Computers and Technology,SIC-7372 Services-Prepackaged Software
CAPL,Crossamerica Partners LP,NYSE,15.82,Oil Refining & Marketing MLP,Oils-Energy,SIC-5172 Wholesale-Petroleum & Petroleum Products (No
CAPR,Capricor Therap,NASDAQ,5.11,Medical Products,Medical,SIC-2834 Pharmaceutical Preparations
CAR,Avis Budget Group,NASDAQ,27.66,Business Services,Business Services,SIC-7510 Services-Auto Rental & Leasing (No Drivers)
CARA,Cara Therapeutics,NASDAQ,13.73,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
CARE,Carter Bank&Tr [Va],NASDAQ,6.32,Banks - Northeast,Finance,SIC-6022 State Commercial Banks
CARG,Cargurus Inc Cl A,NASDAQ,22.69,Auto - Truck Replacement Parts,Auto-Tires-Trucks,SIC-7374 Services-Computer Processing & Data Preparat
CARR,Carrier Global Corp [Carr/I],NYSE,29.11,Electronics Products - Misc,Computers and Technology,SIC-3585 Air-Cond & Warm Air Heatg Equip & Comm & Ind
CARS,Cars.com Inc,NYSE,8.18,Internet Commerce,Retail-Wholesale,SIC-7374 Services-Computer Processing & Data Preparat
CARV,Carver Bancorp,NASDAQ,5.72,Finance - Savings & Loan,Finance,"SIC-6035 Savings Institution, Federally Chartered"
CASA,Casa Systems Inc,NASDAQ,3.94,Cable TV,Consumer Discretionary,SIC-3663 Radio & Tv Broadcasting & Communications Equ
CASH,Meta Financial Group,NASDAQ,18.41,Finance - Savings & Loan,Finance,SIC-6021 National Commercial Banks
CASI,Casi Phrmactcls Inc,NASDAQ,1.52,Medical - Drugs,Medical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
CASS,Cass Information Sys,NASDAQ,38.54,Computer - Services,Computers and Technology,"SIC-7389 Services-Business Services, NEC"
CASY,Casey's General Stor,NASDAQ,171.27,Retail - Convenience Stores,Retail-Wholesale,SIC-5500 Retail-Auto Dealers & Gasoline Stations
CAT,Caterpillar Inc,NYSE,144.38,Machinery - Construct & Mining,Industrial Products,N/A
CATB,Catabasis Pharma,NASDAQ,6.25,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
CATC,Cambridge Bancorp,NASDAQ,48.29,Banks - Northeast,Finance,SIC-6022 State Commercial Banks
CATM,Cardtronics Inc,NASDAQ,19.83,Financial Transaction Services,Business Services,"SIC-7389 Services-Business Services, NEC"
CATO,Cato Corp,NYSE,7.81,Retail - Apparel & Shoes,Retail-Wholesale,SIC-5621 Retail-Womens Clothing Stores
CATY,Cathay Genl Bncp,NASDAQ,20.88,Banks - West,Finance,SIC-6022 State Commercial Banks
