Symbol,Name,Exchange,Last,Industry,Sector,SIC Description
CB,Chubb Ltd,NYSE,113.85,Insurance - Proprty & Casualty,Finance,N/A
CBAN,Colony Bankcorp Inc,NASDAQ,9.56,Banks - Southeast,Finance,SIC-6022 State Commercial Banks
CBAT,Cbak Energy Technology Inc,NASDAQ,0.88,Electrical Power,Computers and Technology,N/A
CBAY,Cymabay Therapeutics,NASDAQ,6.23,Medical - Generic Drugs,Medical,SIC-2834 Pharmaceutical Preparations
CBB,Cincinnati Bell Inc,NYSE,15.02,Diversified Comm Services,Utilities,SIC-4813 Telephone Communications (No Radiotelephone)
CBD,Companhia Brasileira DE Distribuicao,NYSE,12.86,Retail - Supermarket,Retail-Wholesale,SIC-5411 Retail-Grocery Stores
CBFV,Cb Financial Svc,NASDAQ,18.65,Banks - Northeast,Finance,SIC-6022 State Commercial Banks
CBIO,Catalyst Bio,NASDAQ,4.22,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
CBL,Cbl & Associates Properties,NYSE,0.17,REIT - Equity Trust Retail,Finance,N/A
CBLI,Cleveland Biolabs,NASDAQ,1.98,Medical - Biomedical,Medical,SIC-8731 Services-Commercial Physical & Biological Re
CBMB,Cbm Bancorp Inc,NASDAQ,12.46,Banks - Northeast,Finance,"SIC-6035 Savings Institution, Federally Chartered"
CBMG,Cellular Biomedicine,NASDAQ,18.24,Medical - Biomedical,Medical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
CBNK,Capital Bancorp Inc,NASDAQ,9.15,Banks - Northeast,Finance,SIC-6021 National Commercial Banks
CBOE,CBOE Global Markets Inc,NYSE Arca,89.07,Securities Exchanges,Finance,N/A
CBPO,China Biologic Produ,NASDAQ,111.15,Medical - Biomedical,Medical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
CBRE,CBRE Group Inc,NYSE,45,Real Estate Operations,Finance,N/A
CBRL,Cracker Barrel,NASDAQ,115.21,Retail - Restaurants,Retail-Wholesale,SIC-5812 Retail-Eating Places
CBSH,Commerce Bancshares,NASDAQ,53.5,Banks - Midwest,Finance,SIC-6022 State Commercial Banks
CBT,Cabot Corp,NYSE,35.51,Chemical - Diversified,Basic Materials,SIC-2890 Miscellaneous Chemical Products
CBTX,Cbtx Inc,NASDAQ,14.77,Banks - Southeast,Finance,SIC-6021 National Commercial Banks
CBU,Community Bank System,NYSE,52.43,Banks - Northeast,Finance,SIC-6021 National Commercial Banks
CBZ,Cbiz Inc,NYSE,22.14,Consulting,Business Services,"SIC-7389 Services-Business Services, NEC"
CC,Chemours Company,NYSE,19.71,Chemical - Diversified,Basic Materials,SIC-2800 Chemicals & Allied Products
CCAP,Crescent Capital Bdc Inc,NASDAQ,13.58,Finance - SBIC & Commercial,Finance,SIC-6770 Blank Checks
CCB,Coastal Financial Corp,NASDAQ,12.26,Banks - West,Finance,SIC-6022 State Commercial Banks
CCBG,Capital City Bank Gr,NASDAQ,17.77,Banks - Southeast,Finance,SIC-6022 State Commercial Banks
CCC,Clarivate Analytics Plc,NYSE,28.07,Internet - Software,Computers and Technology,SIC-7374 Services-Computer Processing & Data Preparat
CCCL,China Ceramics Company,NASDAQ,2.19,Building & Construction - Misc,Construction,SIC-3250 Structural Clay Products
CCEP,Coca Cola European Partners,NYSE,38.85,Beverages - Soft,Consumer Staples,SIC-2086 Bottled & Canned Soft Drinks & Carbonated Wa
CCF,Chase Corp,NYSE Arca,97.48,Paint & Related Products,Construction,SIC-3640 Electric Lighting & Wiring Equipment
CCI,Crown Castle International Corp,NYSE,155.62,REIT - Equity Trust Other,Finance,SIC-6798 Real Estate Investment Trusts
CCJ,Cameco Corp,NYSE,10.11,Mining - Misc,Basic Materials,SIC-1090 Miscellaneous Metal Ores
CCK,Crown Cork & Seal Company,NYSE,73.15,Containers - Metal & Glass,Industrial Products,SIC-3411 Metal Cans
CCL,Carnival Corp,NYSE,14.13,Leisure & Recreation Services,Consumer Discretionary,SIC-4400 Water Transportation
CCLP,CSI Compressco,NASDAQ,0.88,Oil - Field Services,Oils-Energy,N/A
CCM,Concord Medical Services,NYSE,1.99,Medical - Nursing Homes,Medical,SIC-8011 Services-Offices & Clinics of Doctors of Med
CCMP,Cabot Microelectron,NASDAQ,135.07,Electronics - Semiconductors,Computers and Technology,SIC-3674 Semiconductors & Related Devices
CCNC,Code Chain New Continent Ltd,NASDAQ,0.9,Finance - Misc Services,Finance,N/A
CCNE,Cnb Financial Corp,NASDAQ,14.01,Banks - Northeast,Finance,SIC-6022 State Commercial Banks
CCO,Clear Channel Outdoor Holdings,NYSE,0.98,Advertising Marketing Services,Business Services,N/A
CCOI,Cogent Comm Hlds,NASDAQ,60.23,Wireless National,Utilities,"SIC-4899 Communications Services, NEC"
CCR,Consol Coal Resources LP,NYSE,3.51,Coal,Oils-Energy,SIC-1220 Bituminous
CCRC,China Customer Ord,NASDAQ,4.4,Outsourcing,Business Services,"SIC-7389 Services-Business Services, NEC"
CCRN,Cross Ctry Hlthcr,NASDAQ,5.87,Staffing,Business Services,SIC-7363 Services-Help Supply Services
CCS,Century Communities Inc,NYSE,37.75,Building - Residential & Comm,Construction,SIC-1531 Operative Builders
CCU,Compania Cervecerias Unidas S.A.,NYSE,12.79,Beverages - Alcohol,Consumer Staples,SIC-2082 Malt Beverages
CCXI,Chemocentryx Inc,NASDAQ,50.96,Medical - Drugs,Medical,SIC-2834 Pharmaceutical Preparations
CDAY,Ceridian Hcm Holding Inc,NYSE,76.34,Internet - Software,Computers and Technology,SIC-7372 Services-Prepackaged Software
CDE,Coeur Mining Inc,NYSE,6.81,Mining - Non Ferrous,Basic Materials,SIC-1040 Gold and Silver Ores
CDEV,Centennial Resource Development Inc,NASDAQ,0.6,Oil - US Exploration & Product,Oils-Energy,N/A
CDK,Cdk Global Inc,NASDAQ,42.41,IT Services,Computers and Technology,"SIC-7389 Services-Business Services, NEC"
CDLX,Cardlytics Inc,NASDAQ,64.8,Technology Services,Business Services,"SIC-7370 Services-Computer Programming, Data Processi"
CDMO,Avid Bioservices Inc,NASDAQ,7.31,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
CDNA,Caredx Inc,NASDAQ,31.3,Medical Services,Medical,SIC-8071 Services-Medical Laboratories
CDNS,Cadence Design Sys,NASDAQ,99.72,Computer - Software,Computers and Technology,SIC-7372 Services-Prepackaged Software
CDOR,Condor Hospitality T,NYSE Arca,2.84,REIT - Equity Trust Other,Finance,SIC-6798 Real Estate Investment Trusts
CDR,Cedar Shopping Centers Inc,NYSE,0.71,REIT - Equity Trust Other,Finance,N/A
CDTX,Cidara Thera,NASDAQ,2.92,Medical - Biomedical,Medical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
CDW,CDW Corp,NASDAQ,109.21,IT Services,Computers and Technology,SIC-5961 Retail-Catalog & Mail-Order Houses
CDXC,Chromadex Corp CS,NASDAQ,4.09,Medical - Biomedical,Medical,SIC-2833 Medicinal Chemicals & Botanical Products
CDXS,Codexis Inc,NASDAQ,11.78,Medical - Biomedical,Medical,SIC-2860 Industrial Organic Chemicals
CDZI,Cadiz Inc,NASDAQ,9.06,Agriculture Operations,Consumer Staples,SIC-4941 Water Supply
CE,Celanese Corp,NYSE,106.05,Chemical - Specialty,Basic Materials,"SIC-2820 Plastic Material, Synth Resin/Rubber, Cellul"
CEA,China Eastern Airlines Corp Ltd,NYSE,21.12,Transportation - Airline,Transportation,"SIC-4512 Air Transportation, Scheduled"
CECE,C E C O Envir,NASDAQ,7.05,Pollution Controls,Industrial Products,SIC-3564 Industrial & Commercial Fans & Blowers & Air
CEI,Camber Energy Inc,NYSE Arca,0.47,Oil - US Exploration & Product,Oils-Energy,N/A
CEIX,Consol Energy Inc,NYSE,4.74,Coal,Oils-Energy,SIC-1220 Bituminous
CEL,Cellcom Israel,NYSE,3.73,Wireless Non-US,Computers and Technology,SIC-4812 Radiotelephone Communications
CELC,Celcuity Inc,NASDAQ,5.87,Medical - Biomedical,Medical,SIC-8071 Services-Medical Laboratories
CELH,Celsius Holdings Inc,NASDAQ,19.46,Food - Misc & Diversified,Consumer Staples,SIC-2086 Bottled & Canned Soft Drinks & Carbonated Wa
CELP,Cypress Energy Partners LP,NYSE,2.21,E&P MLP,Oils-Energy,"SIC-7389 Services-Business Services, NEC"
CEMI,Chembio Diagnostics,NASDAQ,4.35,Medical Products,Medical,SIC-2834 Pharmaceutical Preparations
CENT,Central Garden,NASDAQ,36.24,Consumer Prdts - Misc Discr,Consumer Discretionary,SIC-5190 Wholesale-Miscellaneous Nondurable Goods
CENTA,Central Garden & Pet,NASDAQ,33.35,Consumer Prdts - Misc Discr,Consumer Discretionary,SIC-5190 Wholesale-Miscellaneous Nondurable Goods
CENX,Century Aluminum C,NASDAQ,7.49,Metal Production & Fabrication,Basic Materials,SIC-3334 Primary Production of Aluminium
CEO,Cnooc Ltd,NYSE,99.14,Emerging Markets Integrated,Oils-Energy,SIC-1311 Crude Petroleum & Natural Gas
CEPU,Central Puerto S.A. ADR,NYSE,1.99,Other Alt Energy,Oils-Energy,SIC-4911 Electric Services
CEQP,Crestwood Equity Partners LP,NYSE,11.98,Oil Gas Prod Pipeline MLP,Oils-Energy,SIC-4923 Natural Gas Transmission & Distribution
CERC,Cerecor Inc,NASDAQ,2.33,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
CERN,Cerner Corp,NASDAQ,67.73,Medical Information Systems,Medical,SIC-7373 Services-Computer Integrated Systems Design
CERS,Cerus Corp,NASDAQ,5.89,Medical Products,Medical,SIC-3841 Surgical & Medical Instruments & Apparatus
CETV,Central EUR Med A,NASDAQ,4.21,Broadcast - Radio & TV,Consumer Discretionary,SIC-4833 Television Broadcasting Stations
CETX,Cemtrex Inc,NASDAQ,1.11,Electronics - Misc Components,Computers and Technology,SIC-3670 Electronic Components & Accessories
CEVA,Ceva Inc,NASDAQ,36.64,Electronics - Semiconductors,Computers and Technology,SIC-3674 Semiconductors & Related Devices
CF,Cf Industries Holdings,NYSE,30.92,Fertilizers,Basic Materials,N/A
CFB,Crossfirst Bankshares Inc,NASDAQ,8,Banks - Northeast,Finance,SIC-6022 State Commercial Banks
CFBI,Community First Bancshares Inc,NASDAQ,7.66,Banks - Southeast,Finance,"SIC-6035 Savings Institution, Federally Chartered"
CFBK,Central Fed Cp,NASDAQ,11.55,Banks - Northeast,Finance,SIC-6021 National Commercial Banks
CFFI,C&F Financial Corp,NASDAQ,29.05,Banks - Southeast,Finance,SIC-6022 State Commercial Banks
CFFN,Capitol Fed Finl Inc,NASDAQ,8.77,Finance - Savings & Loan,Finance,"SIC-6035 Savings Institution, Federally Chartered"
CFG,Citizens Financial Group Inc/Ri,NYSE,23.95,Finance - Savings & Loan,Finance,SIC-6022 State Commercial Banks
CFMS,Conformis Inc CS,NASDAQ,0.86,Medical Instruments,Medical,N/A
CFR,Cullen/Frost Bankers,NYSE,62.44,Banks - Southwest,Finance,SIC-6021 National Commercial Banks
CFRX,Contrafect,NASDAQ,5.24,Medical - Drugs,Medical,SIC-2834 Pharmaceutical Preparations
CFX,Colfax Corp,NYSE,30.16,Machinery - General Industrial,Industrial Products,SIC-3561 Pumps & Pumping Equipment
CGA,China Green Agriculture,NYSE,2.42,Fertilizers,Basic Materials,SIC-2870 Agricultural Chemicals
CGBD,Tcg Bdc Inc,NASDAQ,9.06,Finance - Misc Services,Finance,SIC-8880 American Depositary Receipts
CGC,Canopy Growth Corp,NYSE,14.6,Medical Products,Medical,SIC-2833 Medicinal Chemicals & Botanical Products
CGEN,Compugen Ltd,NASDAQ,16.3,Medical - Biomedical,Medical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
CGIX,Cancer Genetics Inc,NASDAQ,3.85,Medical Services,Medical,SIC-8071 Services-Medical Laboratories
CGNX,Cognex Cp,NASDAQ,60.6,Electronic Test Equipment,Computers and Technology,"SIC-3823 Industrial Instruments For Measurement, Disp"
CHA,China Telecom Corp Ltd,NYSE,30.08,Wireline Non-US,Utilities,SIC-4813 Telephone Communications (No Radiotelephone)
CHCI,Comstock Hlds Cos,NASDAQ,2.2,Building - Residential & Comm,Construction,SIC-6500 Real Estate
CHCO,City Holding Company,NASDAQ,55.37,Banks - Southeast,Finance,SIC-6021 National Commercial Banks
CHCT,Community Healthcare Trust Inc,NYSE,44.06,REIT - Equity Trust Other,Finance,SIC-6798 Real Estate Investment Trusts
CHD,Church & Dwight Company,NYSE,91.61,Soap and Cleaning Products,Consumer Staples,"SIC-2840 Soap, Detergents, Cleaning Preparations, Per"
CHDN,Churchill Downs IN,NASDAQ,164.44,Gaming,Consumer Discretionary,"SIC-7948 Services-Racing, Including Track Operation"
CHE,Chemed Inc,NYSE,474.46,Medical - Outpatient & Hm Care,Medical,SIC-8082 Services-Home Health Care Services
CHEF,The Chefs Warehouse,NASDAQ,13.98,Food - Misc & Diversified,Consumer Staples,"SIC-5141 Wholesale-Groceries, General Line"
CHEK,Check-Cap Ltd Ord,NASDAQ,0.34,Medical Instruments,Medical,N/A
CHFS,Chf Solutions Inc,NASDAQ,0.31,Medical Instruments,Medical,N/A
CHGG,Chegg Inc,NYSE,69.95,Internet - Software,Computers and Technology,SIC-8200 Services-Educational Services
CHH,Choice Hotels International,NYSE,86.27,Hotels & Motels,Consumer Discretionary,SIC-7011 Hotels & Motels
CHKP,Check Point Software,NASDAQ,118.55,Security,Computers and Technology,SIC-7372 Services-Prepackaged Software
CHL,China Mobile [Hong Kong] Ltd,NYSE,32.51,Wireless Non-US,Computers and Technology,SIC-4813 Telephone Communications (No Radiotelephone)
CHMA,Chiasma Inc,NASDAQ,4.53,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
CHMG,Chemung Financial Cp,NASDAQ,27.52,Banks - Southeast,Finance,SIC-6022 State Commercial Banks
CHMI,Cherry Hill Mortgage Investmen,NYSE,9.29,REIT - Mortgage Trusts,Finance,SIC-6798 Real Estate Investment Trusts
CHNG,Change Healthcare Inc,NASDAQ,13.85,Medical Information Systems,Medical,SIC-7374 Services-Computer Processing & Data Preparat
CHNR,China Natural Res,NASDAQ,1.09,Mining - Misc,Basic Materials,SIC-1040 Gold and Silver Ores
CHRA,Charah Solutions Inc,NYSE,2.93,Other Alt Energy,Oils-Energy,SIC-4955 Hazardous Waste Management
CHRS,Coherus Bio,NASDAQ,18.19,Medical - Biomedical,Medical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
CHRW,C.H. Robinson Ww,NASDAQ,101.17,Transportation - Services,Transportation,SIC-4731 Arrangement of Transportation of Freight & C
CHS,Chico's Fas,NYSE,1.01,Retail - Apparel & Shoes,Retail-Wholesale,SIC-5621 Retail-Womens Clothing Stores
CHSCP,CHS Inc,NASDAQ,28,Agriculture Operations,Consumer Staples,SIC-5150 Wholesale-Farm Product Raw Materials
CHT,Chunghwa Telecom CO Ltd,NYSE,36.57,Diversified Comm Services,Utilities,SIC-4812 Radiotelephone Communications
CHTR,Charter Communicatio,NASDAQ,616.35,Cable TV,Consumer Discretionary,SIC-4841 Cable & Other Pay Television Services
CHU,China Unicom [Hong Kong] Ltd,NYSE,6.81,Wireless Non-US,Computers and Technology,SIC-4812 Radiotelephone Communications
CHUY,Chuy's Holdings Inc,NASDAQ,19.12,Retail - Restaurants,Retail-Wholesale,SIC-5812 Retail-Eating Places
CHWY,Chewy Inc,NYSE,54.99,Consumer Prdts - Misc Staple,Consumer Staples,SIC-5961 Retail-Catalog & Mail-Order Houses
CHX,Championx Corp,NYSE,8.21,Engineering & R&D Services,Industrial Products,"SIC-3530 Construction, Mining & Materials Handling Ma"
CI,Cigna Corp,NYSE,160.5,Insurance - Multi Line,Finance,N/A
CIA,Citizens Inc,NYSE,5.18,Insurance - Life,Finance,SIC-6311 Life Insurance
CIB,Bancolombia S.A.,NYSE,25.7,Banks - Foreign,Finance,"SIC-6029 Commercial Banks, NEC"
CIDM,Cinedigm Corp,NASDAQ,0.57,Business Services,Business Services,N/A
CIEN,Ciena Corp,NYSE,39.29,Fiber Optics,Computers and Technology,SIC-3661 Telephone & Telegraph Apparatus
CIG,Comp En DE MN Cemig ADR,NYSE,1.92,Utility - Electric Power,Utilities,SIC-4911 Electric Services
CIGI,Colliers Intl Grp IN,NASDAQ,60.72,Real Estate Operations,Finance,SIC-6500 Real Estate
CIH,China Index Holdings Ltd,NASDAQ,1.45,Business Software Services,Computers and Technology,SIC-7374 Services-Computer Processing & Data Preparat
CIM,Chimera Investment Corp,NYSE,8.39,REIT - Mortgage Trusts,Finance,SIC-6798 Real Estate Investment Trusts
CINF,Cincinnati Financial,NASDAQ,74.95,Insurance - Proprty & Casualty,Finance,"SIC-6331 Fire, Marine & Casualty Insurance"
CINR,Ciner Resources LP,NYSE,12.1,Mining - Misc,Basic Materials,SIC-1400 Mining & Quarrying of Nonmetallic Minerals (
CIO,City Office REIT Inc,NYSE,7.07,REIT - Equity Trust Other,Finance,SIC-6798 Real Estate Investment Trusts
CIR,Circor International,NYSE,25.45,Metal Production & Fabrication,Basic Materials,SIC-3490 Miscellaneous Fabricated Metal Products
CIT,Cit Group Inc,NYSE,16.19,Finance - Misc Services,Finance,SIC-6021 National Commercial Banks
CIVB,Civista Bncshrs,NASDAQ,11.36,Banks - Midwest,Finance,SIC-6022 State Commercial Banks
CIX,Compx International Inc,NYSE Arca,13.8,Office Supply & Forms,Industrial Products,"SIC-3420 Cutlery, Handtools & General Hardware"
CIZN,Citizens Hld Company,NASDAQ,19.7,Banks - Southeast,Finance,SIC-6022 State Commercial Banks
CJJD,China Jojo Drugstore,NASDAQ,0.96,Retail - Drug Stores,Retail-Wholesale,N/A
CKH,Seacor Smit Inc,NYSE,28.14,Oil - Field Services,Oils-Energy,SIC-4412 Deep Sea Foreign Transportation of Freight
CKPT,Checkpoint Therapeutics Inc,NASDAQ,2.88,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
CKX,Ckx Lands,NYSE Arca,9.83,Real Estate Operations,Finance,SIC-1311 Crude Petroleum & Natural Gas
CL,Colgate-Palmolive Company,NYSE,75.14,Soap and Cleaning Products,Consumer Staples,N/A
CLAR,Clarus Corp,NASDAQ,13.6,Leisure & Recreational Prdcts,Consumer Discretionary,"SIC-3949 Sporting & Athletic Goods, NEC"
CLB,Core Laboratories N.V.,NYSE,16.54,Oil - Field Services,Oils-Energy,"SIC-1389 Oil & Gas Field Services, NEC"
CLBK,Columbia Financial Inc,NASDAQ,10.66,Finance - Misc Services,Finance,"SIC-6035 Savings Institution, Federally Chartered"
CLBS,Caladrius Bio,NASDAQ,1.7,Medical - Biomedical,Medical,"SIC-8090 Services-Misc Health & Allied Services, NEC"
CLCT,Collectors Universe,NASDAQ,50.08,Business Services,Business Services,"SIC-7389 Services-Business Services, NEC"
CLDB,Cortland Bncp Crtld Ohio,NASDAQ,15.48,Banks - Midwest,Finance,"SIC-6035 Savings Institution, Federally Chartered"
CLDR,Cloudera Inc,NYSE,11.01,Internet - Software,Computers and Technology,SIC-7372 Services-Prepackaged Software
CLDT,Chatham Lodging Trust [Reit],NYSE,6.86,REIT - Equity Trust Other,Finance,SIC-6798 Real Estate Investment Trusts
CLDX,Celldex Therapeutics,NASDAQ,12.23,Medical - Biomedical,Medical,SIC-2835 In Vitro & In Vivo Diagnostic Substances
CLEU,China Liberal Education Holdings Ltd,NASDAQ,5.95,Schools,Consumer Discretionary,N/A
CLF,Cleveland-Cliffs Inc,NYSE,5.87,Mining - Misc,Basic Materials,SIC-1000 Metal Mining
CLFD,Clearfield Inc,NASDAQ,18.83,Wireless Equipment,Computers and Technology,SIC-3661 Telephone & Telegraph Apparatus
CLGN,Collplant Biotechnologies Ltd,NASDAQ,7.98,Medical - Biomedical,Medical,"SIC-3842 Orthopedic, Prosthetic & Surgical Appliances"
CLGX,Corelogic,NYSE,67.31,Consulting,Business Services,SIC-7374 Services-Computer Processing & Data Preparat
CLH,Clean Harbors,NYSE,53.38,Waste Removal Svcs,Business Services,SIC-4955 Hazardous Waste Management
CLI,Mack-Cali Realty Corp,NYSE,12.43,REIT - Equity Trust Other,Finance,SIC-6798 Real Estate Investment Trusts
CLIR,Clearsign Combustion,NASDAQ,2.27,Industrial Services,Industrial Products,"SIC-3823 Industrial Instruments For Measurement, Disp"
CLLS,Cellectis S.A. ADR,NASDAQ,18.79,Medical - Biomedical,Medical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
CLMT,Calumet Specialty Pr,NASDAQ,2.75,Oil Refining & Marketing MLP,Oils-Energy,SIC-2911 Petroleum Refining
CLNC,Colony Northstar Credit Real Estate Inc Class,NYSE,4.56,REIT - Mortgage Trusts,Finance,SIC-6798 Real Estate Investment Trusts
CLNE,Clean Energy Fuels,NASDAQ,2.43,Utility - Gas Distribution,Utilities,SIC-4932 Gas & Other Services Combined
CLNY,Colony Capital Inc,NYSE,2.37,REIT - Equity Trust Other,Finance,SIC-6798 Real Estate Investment Trusts
CLPR,Clipper Realty Inc,NYSE,5.7,REIT - Equity Trust Other,Finance,SIC-6798 Real Estate Investment Trusts
CLPS,Clps Incorp,NASDAQ,2.85,IT Services,Computers and Technology,SIC-7372 Services-Prepackaged Software
CLPT,Clearpoint Neuro Inc,NASDAQ,5.4,Medical Instruments,Medical,SIC-3841 Surgical & Medical Instruments & Apparatus
CLR,Continental Resources,NYSE,12.56,Oil - US Exploration & Product,Oils-Energy,SIC-1311 Crude Petroleum & Natural Gas
CLRB,Cellectar Biosc,NASDAQ,1.2,Medical Products,Medical,SIC-2834 Pharmaceutical Preparations
CLRO,Clearone Inc,NASDAQ,2.44,Communications Components,Computers and Technology,SIC-3661 Telephone & Telegraph Apparatus
CLS,Celestica Inc,NYSE,6.88,Electronic Manufacturing,Computers and Technology,SIC-3672 Printed Circuit Boards
CLSD,Clearside Biomedi,NASDAQ,1.53,Medical - Biomedical,Medical,SIC-2834 Pharmaceutical Preparations
CLSK,Cleanspark Inc,NASDAQ,11.52,Technology Services,Business Services,SIC-4991 Cogeneration Services & Small Power Producer
CLSN,Celsion Corp,NASDAQ,0.73,Medical - Biomedical,Medical,N/A
CLUB,Town Sports International,NASDAQ,0.2,Leisure & Recreation Services,Consumer Discretionary,N/A
